Carat,Clarity,Color,Cut,Depth,Price,Table,x,y,z
1.07,SI2,F,Premium,61.8,4446,58,6.57,6.51,4.04
3.06,SI2,F,Premium,185.1,4459,177,19.19,19.37,11.9
2.02,SI2,F,Premium,121.4,4468,115,12.91,12.8,7.8
1.16,SI2,F,Premium,61.9,4476,59,6.71,6.66,4.14
1.08,SI2,F,Premium,60.2,4488,59,6.65,6.6,3.99
1.01,SI2,F,Premium,62.4,4497,58,6.41,6.37,3.99
1.01,SI2,F,Premium,61.7,4533,60,6.36,6.42,3.94
1.02,SI2,F,Premium,62.5,4541,60,6.43,6.36,4
1.05,SI2,F,Premium,62.6,4557,59,6.47,6.43,4.04
1.07,SI2,F,Premium,61.8,4560,59,6.53,6.57,4.05
1.07,SI2,F,Premium,62.4,4573,57,6.58,6.53,4.09
2.06,SI2,F,Premium,123.8,4586,116,13.05,12.91,8.030000000000001
1.01,SI2,F,Premium,61.7,4616,60,6.42,6.36,3.94
1.12,SI2,F,Premium,61.6,4654,58,6.69,6.63,4.1
1.01,SI2,F,Premium,61.9,4676,58,6.39,6.34,3.94
1.06,SI2,F,Premium,62.5,4719,58,6.54,6.41,4.05
1,SI2,F,Premium,61.4,4749,61,6.47,6.4,3.95
1.1,SI2,F,Premium,62.6,4832,57,6.6,6.56,4.12
1.23,SI2,F,Premium,61.7,4876,58,6.85,6.95,4.26
1.24,SI2,F,Premium,62.7,4907,59,6.83,6.77,4.26
0.6,SI2,F,Premium,123.5,506,116,8.66,8.5,5.300000000000001
1.01,SI2,F,Premium,62.2,5096,59,6.41,6.38,3.98
1.15,SI2,F,Premium,61.1,5120,57,6.82,6.77,4.15
1.16,SI2,F,Premium,62.1,5164,59,6.76,6.71,4.18
1.11,SI2,F,Premium,62.2,5284,57,6.67,6.61,4.13
1.2,SI2,F,Premium,62.5,5332,59,6.74,6.68,4.2
1.21,SI2,F,Premium,61.5,5387,61,6.82,6.77,4.18
0.33,SI2,F,Premium,62.3,557,58,4.43,4.4,2.75
1.24,SI2,F,Premium,62.8,5583,60,6.84,6.82,4.29
1.2,SI2,F,Premium,61.9,5699,59,6.86,6.74,4.21
1.2,SI2,F,Premium,62.9,5712,57,6.8,6.72,4.25
1.02,SI2,F,Premium,184.7,574,177,13.530000000000001,13.440000000000001,8.3
1.3,SI2,F,Premium,61.6,5788,58,7.07,6.92,4.33
1.22,SI2,F,Premium,62.5,5794,57,6.78,6.73,4.22
1.23,SI2,F,Premium,59.9,5841,58,7.02,6.96,4.19
1.24,SI2,F,Premium,61.4,5889,58,6.94,6.9,4.25
1.2,SI2,F,Premium,62.8,5988,57,6.78,6.73,4.24
0.41,SI2,F,Premium,59,604,58,4.87,4.89,2.88
1.2,SI2,F,Premium,59.9,6055,58,6.96,6.9,4.15
1.21,SI2,F,Premium,59,6092,60,6.99,6.94,4.11
1.37,SI2,F,Premium,62.8,6181,57,7.12,7.08,4.46
1.26,SI2,F,Premium,61.3,6657,58,6.99,6.91,4.26
0.43,SI2,F,Premium,60.2,679,60,4.85,4.91,2.94
1.35,SI2,F,Premium,62.8,6804,60,7.08,7,4.42
1.58,SI2,F,Premium,60.7,6990,60,7.54,7.51,4.57
1.51,SI2,F,Premium,61.8,7441,59,7.36,7.3,4.53
1.54,SI2,F,Premium,62,7486,56,7.51,7.4,4.62
1.5,SI2,F,Premium,58.5,7644,60,7.52,7.48,4.39
1.53,SI2,F,Premium,60.9,7685,60,7.5,7.37,4.53
1.41,SI2,F,Premium,62.7,7817,56,7.21,7.15,4.5
1.56,SI2,F,Premium,58.8,7950,59,7.76,7.61,4.52
0.43,SI2,F,Premium,58.3,813,62,4.97,4.91,2.88
1.47,SI2,F,Premium,61.6,8314,60,7.38,7.33,4.53
1.52,SI2,F,Premium,62.3,8342,59,7.37,7.33,4.58
0.43,SI2,F,Premium,61.8,871,57,4.88,4.83,3
1.54,SI2,F,Premium,61.1,9055,58,7.47,7.36,4.53
0.41,SI2,F,Premium,60.3,907,58,4.86,4.82,2.92
1.62,SI2,F,Premium,61.6,9106,60,7.52,7.55,4.64
1.6,SI2,F,Premium,61.1,9229,58,7.57,7.53,4.61
1.5,SI2,F,Premium,60.8,9240,59,7.3,7.36,4.46
1.69,SI2,F,Premium,62.4,9275,58,7.65,7.57,4.75
1.58,SI2,F,Premium,62.3,9290,60,7.42,7.38,4.61
1.7,SI2,F,Premium,58.5,9330,60,7.87,7.8,4.58
1.5,SI2,F,Premium,60.8,9408,59,7.36,7.3,4.46
1.53,SI2,F,Premium,62.7,9424,60,7.28,7.34,4.58
3.46,SI2,F,Premium,123.9,9494,120,15.35,15.21,9.47
0.51,SI2,F,Premium,62.3,956,62,5.09,5.02,3.15
1.65,SI2,F,Premium,60.5,9693,61,7.7,7.65,4.64
0.52,SI2,F,Very Good,62.3,1057,60,5.1,5.13,3.19
0.47,SI2,F,Very Good,63.3,1058,59,4.9,4.86,3.09
0.5,SI2,F,Very Good,63.5,1094,58,5.03,4.98,3.18
0.51,SI2,F,Very Good,62.7,1100,56,5.07,5.1,3.19
1.7,SI2,F,Very Good,63.4,11091,57,7.54,7.57,4.79
0.53,SI2,F,Very Good,63.2,1110,55,5.17,5.18,3.27
0.5,SI2,F,Very Good,62.4,1147,56,5.08,5.12,3.18
2.01,SI2,F,Very Good,63.3,11925,59,7.98,7.89,5.02
0.57,SI2,F,Very Good,60.1,1235,56,5.4,5.42,3.25
0.51,SI2,F,Very Good,62.3,1243,55,5.13,5.15,3.2
0.52,SI2,F,Very Good,57.9,1273,61,5.28,5.33,3.07
0.59,SI2,F,Very Good,63.4,1301,57,5.32,5.28,3.36
0.66,SI2,F,Very Good,61.6,1311,54,5.62,5.64,3.47
0.61,SI2,F,Very Good,62.9,1437,56.6,5.38,5.45,3.4
2.05,SI2,F,Very Good,61.9,15017,56,8.13,8.18,5.05
2.01,SI2,F,Very Good,61.6,15188,56,8.17,8.13,5.02
2.09,SI2,F,Very Good,60.2,15773,61,8.32,8.29,5
2.09,SI2,F,Very Good,62.5,16210,60,8.14,8.06,5.06
2.06,SI2,F,Very Good,61.5,16603,56,8.15,8.18,5.02
2.05,SI2,F,Very Good,59.5,16819,58,8.26,8.3,4.93
2.01,SI2,F,Very Good,60.8,17244,57,8.09,8.15,4.94
0.7,SI2,F,Very Good,63.2,1792,59,5.66,5.61,3.56
2.11,SI2,F,Very Good,63.5,18071,55,8.08,8.13,5.15
2.21,SI2,F,Very Good,61,18483,58,8.36,8.43,5.12
2.09,SI2,F,Very Good,61.3,18509,59,8.19,8.33,5.06
2.09,SI2,F,Very Good,63.4,18640,55,8.18,8.11,5.16
0.7,SI2,F,Very Good,63.4,1883,58,5.62,5.58,3.55
0.7,SI2,F,Very Good,62.1,1940,57,5.63,5.68,3.51
1.42,SI2,F,Very Good,124.19999999999999,2036,112,11.48,11.56,7.15
0.7,SI2,F,Very Good,62.8,2092,56,5.64,5.69,3.56
1.42,SI2,F,Very Good,122.6,2098,114,11.42,11.559999999999999,7.04
0.7,SI2,F,Very Good,61.2,2100,57,5.67,5.74,3.49
0.71,SI2,F,Very Good,59.5,2129,58,5.82,5.87,3.48
0.71,SI2,F,Very Good,59.2,2134,60,5.85,5.91,3.48
0.71,SI2,F,Very Good,60.5,2138,62,5.75,5.79,3.49
0.71,SI2,F,Very Good,62.8,2147,58,5.63,5.7,3.56
0.72,SI2,F,Very Good,60.4,2158,59,5.8,5.83,3.51
0.7,SI2,F,Very Good,56.9,2177,62,5.87,5.9,3.35
0.72,SI2,F,Very Good,63.1,2246,58,5.69,5.63,3.57
0.74,SI2,F,Very Good,63.1,2261,55,5.77,5.74,3.63
0.71,SI2,F,Very Good,63.4,2266,57,5.7,5.63,3.59
0.75,SI2,F,Very Good,60.5,2274,57,5.88,5.95,3.58
0.74,SI2,F,Very Good,59.6,2298,60,5.85,6,3.53
0.78,SI2,F,Very Good,61.5,2307,59,5.88,5.95,3.63
0.71,SI2,F,Very Good,61.6,2326,59,5.7,5.76,3.53
0.77,SI2,F,Very Good,59.7,2334,57,5.97,6.05,3.59
0.76,SI2,F,Very Good,63.3,2347,55,5.79,5.83,3.68
0.71,SI2,F,Very Good,63.2,2397,57,5.66,5.7,3.59
0.8,SI2,F,Very Good,61,2460,60,5.95,5.98,3.64
0.76,SI2,F,Very Good,62.7,2469,55,5.74,5.83,3.63
0.78,SI2,F,Very Good,58.3,2477,62,6.04,6.11,3.54
0.73,SI2,F,Very Good,58,2485,61,5.94,5.99,3.46
0.8,SI2,F,Very Good,61.5,2652,56,5.93,5.98,3.66
0.84,SI2,F,Very Good,62.8,2656,57,5.99,6.04,3.78
0.8,SI2,F,Very Good,61,2772,57,6.01,6.03,3.67
0.75,SI2,F,Very Good,59.8,2840,56,5.85,5.92,3.52
0.82,SI2,F,Very Good,59.7,2841,57,6.12,6.14,3.66
0.81,SI2,F,Very Good,62.7,2942,58,5.92,5.95,3.72
1.02,SI2,F,Very Good,63.3,3018,56,6.38,6.31,4.02
0.71,SI2,F,Very Good,61.4,3075,56,5.71,5.73,3.51
0.9,SI2,F,Very Good,62.8,3217,54,6.05,6.15,3.83
1.8,SI2,F,Very Good,125.6,3368,112,12.219999999999999,12.33,7.71
0.9,SI2,F,Very Good,63.1,3457,56,6.18,6.12,3.88
0.9,SI2,F,Very Good,61.3,3468,60,6.18,6.22,3.8
0.94,SI2,F,Very Good,62.4,3518,58,6.17,6.23,3.87
3.6,SI2,F,Very Good,245.2,3519,227,24.87,25.03,15.29
0.92,SI2,F,Very Good,60.6,3534,63,6.34,6.25,3.81
0.9,SI2,F,Very Good,60.8,3552,55,6.25,6.28,3.81
1.01,SI2,F,Very Good,63.4,3563,60,6.33,6.26,3.99
0.9,SI2,F,Very Good,63.4,3605,59,6.07,6.11,3.86
0.92,SI2,F,Very Good,59.9,3625,60,6.26,6.29,3.76
0.9,SI2,F,Very Good,60.3,3630,63,6.28,6.21,3.77
1.03,SI2,F,Very Good,63.1,3668,57,6.42,6.38,4.04
1.03,SI2,F,Very Good,63.3,3692,59,6.35,6.32,4.01
0.92,SI2,F,Very Good,62.9,3763,58,6.18,6.22,3.9
0.9,SI2,F,Very Good,62,3770,61,6.14,6.16,3.81
1,SI2,F,Very Good,62.7,3789,58,6.3,6.36,3.97
1.02,SI2,F,Very Good,58.7,3875,63,6.49,6.46,3.8
1.01,SI2,F,Very Good,63.5,3897,56,6.38,6.35,4.04
1.03,SI2,F,Very Good,60.2,3903,55,6.53,6.59,3.95
0.94,SI2,F,Very Good,62.6,3938,57,6.25,6.27,3.92
0.6,SI2,F,Very Good,124.9,394,119,8.48,8.56,5.32
1.02,SI2,F,Very Good,59.6,3974,59,6.51,6.54,3.89
0.9,SI2,F,Very Good,62,3977,59,6.2,6.1,3.81
1.01,SI2,F,Very Good,60.7,4004,57,6.42,6.46,3.91
1,SI2,F,Very Good,63.4,4033,55,6.3,6.38,4.02
1,SI2,F,Very Good,62.9,4037,59,6.27,6.38,3.98
0.31,SI2,F,Very Good,63,408,58,4.34,4.36,2.74
2,SI2,F,Very Good,125.69999999999999,4081,116,12.67,12.83,8.01
1.09,SI2,F,Very Good,58.5,4113,59,6.75,6.8,3.96
0.96,SI2,F,Very Good,60.9,4142,57,6.38,6.42,3.9
1.01,SI2,F,Very Good,62.4,4187,58,6.37,6.42,3.99
0.32,SI2,F,Very Good,62.6,421,56,4.37,4.41,2.75
1.03,SI2,F,Very Good,61.1,4218,59,6.51,6.58,4
1.06,SI2,F,Very Good,60,4224,59,6.6,6.63,3.97
1.02,SI2,F,Very Good,60.3,4241,59,6.5,6.53,3.93
2,SI2,F,Very Good,121.5,4255,123,12.719999999999999,12.83,7.76
1.13,SI2,F,Very Good,62.3,4282,59,6.65,6.68,4.15
1.01,SI2,F,Very Good,61.8,4298,56,6.43,6.38,3.96
1.01,SI2,F,Very Good,63.2,4299,58,6.43,6.3,4.02
1.01,SI2,F,Very Good,59.1,4304,57,6.57,6.62,3.9
1.02,SI2,F,Very Good,63,4319,58,6.37,6.43,4.03
0.91,SI2,F,Very Good,62.5,4334,58,6.1,6.16,3.83
0.33,SI2,F,Very Good,63,434,58,4.4,4.42,2.78
1.01,SI2,F,Very Good,63.4,4355,56,6.4,6.34,4.04
1.02,SI2,F,Very Good,60,4373,57,6.53,6.57,3.93
2.06,SI2,F,Very Good,123.8,4414,117,12.86,12.99,8
2.02,SI2,F,Very Good,122.8,4416,119,12.81,13.010000000000002,7.93
1.01,SI2,F,Very Good,60,4425,55,6.56,6.53,3.93
1.04,SI2,F,Very Good,60,4427,61,6.5,6.57,3.92
1.05,SI2,F,Very Good,62.1,4436,58,6.47,6.5,4.03
1.03,SI2,F,Very Good,62.2,4449,56,6.51,6.48,4.04
0.68,SI2,F,Very Good,121.7,447,123,8.95,9.030000000000001,5.470000000000001
1.01,SI2,F,Very Good,63.2,4497,59,6.38,6.35,4.02
1.2,SI2,F,Very Good,63.2,4502,58,6.78,6.74,4.27
2.06,SI2,F,Very Good,123.8,4503,116,12.91,13.05,8.030000000000001
1.04,SI2,F,Very Good,63.1,4508,60,6.42,6.35,4.03
1.07,SI2,F,Very Good,59.4,4552,60,6.68,6.75,3.99
1.23,SI2,F,Very Good,60.9,4661,58,6.93,6.96,4.23
1.1,SI2,F,Very Good,59.1,4715,57,6.72,6.82,4
0.99,SI2,F,Very Good,61.2,4852,56,6.4,6.45,3.93
1.01,SI2,F,Very Good,62.7,4853,55,6.32,6.4,3.99
1.15,SI2,F,Very Good,63.1,4915,63,6.67,6.57,4.18
0.35,SI2,F,Very Good,61.2,494,55,4.56,4.57,2.79
1.14,SI2,F,Very Good,59.2,5033,63,6.78,6.86,4.04
0.6,SI2,F,Very Good,126.69999999999999,506,111,8.620000000000001,8.55,5.4399999999999995
1.01,SI2,F,Very Good,61,5067,60,6.42,6.46,3.93
1.2,SI2,F,Very Good,62.2,5247,62,6.7,6.77,4.19
1.06,SI2,F,Very Good,61.8,5258,56.4,6.51,6.56,4.04
1.21,SI2,F,Very Good,62.7,5290,57,6.74,6.81,4.25
1.27,SI2,F,Very Good,61,5330,61,6.95,7.01,4.26
0.32,SI2,F,Very Good,63.5,540,56,4.37,4.35,2.77
0.34,SI2,F,Very Good,63.3,574,54,4.48,4.46,2.83
0.4,SI2,F,Very Good,62.6,579,53,4.7,4.75,2.96
0.38,SI2,F,Very Good,61.2,585,57,4.67,4.71,2.87
1.25,SI2,F,Very Good,58,5851,63,7.16,7.06,4.13
1.2,SI2,F,Very Good,62.8,6085,55,6.74,6.8,4.25
0.38,SI2,F,Very Good,60.1,644,60,4.7,4.75,2.84
0.41,SI2,F,Very Good,60.8,647,58,4.78,4.83,2.92
0.44,SI2,F,Very Good,62.8,648,60,4.82,4.86,3.04
0.43,SI2,F,Very Good,60.5,679,59,4.88,4.91,2.96
0.42,SI2,F,Very Good,61.5,710,59,4.81,4.85,2.97
0.44,SI2,F,Very Good,61.9,711,59,4.85,4.9,3.02
1.41,SI2,F,Very Good,61.4,7215,59,7.17,7.2,4.41
0.46,SI2,F,Very Good,62.6,815,58,4.88,4.96,3.08
1.52,SI2,F,Very Good,62.3,8192,59,7.33,7.37,4.58
1.64,SI2,F,Very Good,63.2,8357,57,7.56,7.47,4.75
1.6,SI2,F,Very Good,60.5,8377,60,7.52,7.55,4.56
1.51,SI2,F,Very Good,63.2,8462,60,7.2,7.27,4.57
0.46,SI2,F,Very Good,61.6,859,55,4.98,5.02,3.08
1.5,SI2,F,Very Good,63.1,8702,63,7.27,7.21,4.57
1.5,SI2,F,Very Good,62.9,9817,55,7.26,7.28,4.57
2.01,SI2,G,Fair,65.9,10887,57,7.85,7.78,5.15
2,SI2,G,Fair,65.1,11156,54,7.88,7.82,5.11
2.1,SI2,G,Fair,65,11923,56,8.09,7.98,5.21
2.1,SI2,G,Fair,61.4,11946,66,8.26,8.19,5.05
2.22,SI2,G,Fair,64.4,12508,58,8.32,8.15,5.3
2.03,SI2,G,Fair,64.9,14687,59,7.85,7.99,5.14
2.01,SI2,G,Fair,63.8,14799,59,7.77,7.87,4.99
0.71,SI2,G,Fair,65.6,1691,56,5.54,5.49,3.63
2.6,SI2,G,Fair,64.6,17027,57,8.6,8.55,5.54
0.71,SI2,G,Fair,64.8,2055,58,5.6,5.57,3.62
0.7,SI2,G,Fair,58.6,2208,56,5.8,5.74,3.38
0.71,SI2,G,Fair,64.4,2300,58,5.59,5.56,3.59
0.8,SI2,G,Fair,64.6,2318,55,5.86,5.75,3.75
1,SI2,G,Fair,70.2,2326,58,6,5.73,4.13
0.83,SI2,G,Fair,64.4,2386,57,5.93,5.86,3.8
0.8,SI2,G,Fair,67.1,2400,56,5.76,5.73,3.85
0.78,SI2,G,Fair,64.9,2401,55.2,5.75,5.82,3.76
0.96,SI2,G,Fair,72.2,2438,56,6.01,5.81,4.28
0.96,SI2,G,Fair,66.8,2539,61,6.15,6.04,4.07
0.89,SI2,G,Fair,58.9,2579,66,6.26,6.16,3.66
1.01,SI2,G,Fair,67.1,2942,59,6.27,6.19,4.18
0.9,SI2,G,Fair,64.7,3104,58,5.94,6.03,3.87
2,SI2,G,Fair,132.89999999999998,3142,121,12.46,12.31,8.219999999999999
0.98,SI2,G,Fair,66.6,3332,56,6.12,6.02,4.04
1.01,SI2,G,Fair,65.1,3461,58,6.29,6.21,4.07
1.03,SI2,G,Fair,65.7,3530,58,6.32,6.26,4.13
1.22,SI2,G,Fair,64.7,3763,61,6.75,6.68,4.34
1.03,SI2,G,Fair,65.6,3765,58,6.3,6.26,4.12
1.02,SI2,G,Fair,65.3,3787,58,6.33,6.22,4.1
2.02,SI2,G,Fair,118.5,3816,133,12.94,13.04,7.699999999999999
1.2,SI2,G,Fair,65.5,4044,59,6.73,6.53,4.34
1.24,SI2,G,Fair,65.7,4058,57,6.72,6.68,4.4
1.38,SI2,G,Fair,61.2,4730,59,7.19,7.13,4.38
1.26,SI2,G,Fair,53.2,4966,61,7.44,7.36,3.94
1.33,SI2,G,Fair,63,6078,62,6.9,6.87,4.34
0.5,SI2,G,Good,63.8,1009,57,4.98,5.02,3.19
2.01,SI2,G,Good,63.6,11096,59,7.97,7.9,5.05
0.5,SI2,G,Good,62.3,1121,64,5.1,5.02,3.15
2.02,SI2,G,Good,57.5,12929,61,8.37,8.35,4.81
2.33,SI2,G,Good,63.9,13242,60,8.37,8.3,5.32
2.03,SI2,G,Good,62.7,13621,65,8.17,7.92,5.06
2.01,SI2,G,Good,63.6,15832,59,7.95,8,5.07
2.05,SI2,G,Good,63.7,16148,61,7.99,8.03,5.1
0.78,SI2,G,Good,57.9,1720,63,6.05,6,3.49
2.52,SI2,G,Good,63.7,17608,59,8.57,8.52,5.44
0.71,SI2,G,Good,58.2,1902,64,5.82,5.77,3.37
0.7,SI2,G,Good,64.1,1935,56,5.64,5.59,3.6
0.7,SI2,G,Good,59.4,1948,61,5.77,5.81,3.44
0.71,SI2,G,Good,63.8,1960,56,5.65,5.6,3.59
0.7,SI2,G,Good,60.1,2268,65,5.7,5.65,3.41
0.72,SI2,G,Good,63.7,2333,59,5.74,5.65,3.63
0.8,SI2,G,Good,62.8,2363,58,5.86,5.9,3.69
0.81,SI2,G,Good,59.2,2474,64,6.11,6.15,3.63
0.8,SI2,G,Good,63.7,2484,58,5.88,5.83,3.73
0.82,SI2,G,Good,63.8,2512,60,5.89,5.84,3.74
0.81,SI2,G,Good,61,2789,61,5.94,5.99,3.64
0.82,SI2,G,Good,59.9,2893,62,6.02,6.04,3.61
0.9,SI2,G,Good,63.7,3014,62,6.07,6.01,3.85
0.9,SI2,G,Good,63.7,3067,62,6.01,6.07,3.85
0.9,SI2,G,Good,63.3,3162,59,6.07,6.12,3.86
1.8,SI2,G,Good,127.6,3246,115,12.21,12.149999999999999,7.77
0.9,SI2,G,Good,61.8,3253,56,6.11,6.16,3.79
0.9,SI2,G,Good,58.4,3269,55,6.34,6.39,3.72
1.8,SI2,G,Good,127.19999999999999,3303,118,12.059999999999999,12.129999999999999,7.6899999999999995
0.91,SI2,G,Good,63.6,3340,59,6.11,6.15,3.9
1.09,SI2,G,Good,57.4,3424,61,6.82,6.75,3.89
0.9,SI2,G,Good,62.7,3489,59,6.04,6.12,3.81
0.91,SI2,G,Good,63.6,3610,56,6.14,6.09,3.89
1.01,SI2,G,Good,63.6,3626,58,6.31,6.37,4.03
1,SI2,G,Good,57.8,3651,64,6.55,6.5,3.77
1.01,SI2,G,Good,63.7,3852,58,6.31,6.35,4.03
1.05,SI2,G,Good,63.7,3898,59,6.41,6.37,4.07
1,SI2,G,Good,64.2,3906,57,6.25,6.27,4.02
1,SI2,G,Good,57.4,3941,60,6.63,6.53,3.78
1.03,SI2,G,Good,63.7,4001,60,6.35,6.28,4.02
1.17,SI2,G,Good,63.6,4010,62,6.65,6.55,4.2
0.31,SI2,G,Good,63.2,408,55,4.31,4.33,2.73
1.01,SI2,G,Good,62.4,4150,60,6.32,6.38,3.96
1.12,SI2,G,Good,56.7,4158,62,6.91,6.86,3.9
1.01,SI2,G,Good,63.8,4185,53,6.41,6.31,4.06
1.14,SI2,G,Good,63.7,4233,60,6.69,6.6,4.24
2.13,SI2,G,Good,126.4,4241,111,12.99,13.059999999999999,8.23
1.1,SI2,G,Good,60.5,4457,61,6.69,6.74,4.06
1,SI2,G,Good,61.7,4493,63,6.36,6.37,3.93
1.28,SI2,G,Good,63.6,4679,57,6.78,6.73,4.29
1.24,SI2,G,Good,63.7,4861,60,6.77,6.7,4.3
1.31,SI2,G,Good,63.8,4864,56,7.03,6.89,4.44
0.37,SI2,G,Good,63.3,487,55,4.58,4.61,2.91
1.2,SI2,G,Good,62.1,5310,60,6.72,6.78,4.19
1.2000000000000002,SI2,G,Good,189.7,596,174,13.99,14.09,8.879999999999999
3,SI2,G,Good,115.4,6006,124,15.05,14.97,8.67
0.82,SI2,G,Good,127,611,112,9.4,9.47,5.99
1.71,SI2,G,Good,63.7,6847,57,7.54,7.5,4.79
1.5,SI2,G,Good,63.7,7216,58,7.15,7.22,4.58
1.52,SI2,G,Good,63.1,7933,58,7.21,7.3,4.58
1.5,SI2,G,Good,64.3,8190,57,7.29,7.2,4.66
1.5,SI2,G,Good,63.1,9116,57,7.25,7.29,4.59
1.79,SI2,G,Good,57.8,9122,59,8.07,7.94,4.63
0.5,SI2,G,Ideal,61.2,1011,56,5.13,5.17,3.15
1.72,SI2,G,Ideal,62.8,10268,59,7.62,7.55,4.76
0.54,SI2,G,Ideal,61.8,1028,55,5.23,5.26,3.24
1.63,SI2,G,Ideal,62.6,10680,53,7.55,7.49,4.71
0.5,SI2,G,Ideal,62.1,1080,55,5.09,5.12,3.17
0.52,SI2,G,Ideal,61.1,1100,56,5.19,5.22,3.18
0.53,SI2,G,Ideal,62.3,1113,53,5.21,5.25,3.26
0.56,SI2,G,Ideal,61,1127,57,5.34,5.32,3.25
0.51,SI2,G,Ideal,61.5,1129,55,5.16,5.18,3.18
0.53,SI2,G,Ideal,59.9,1132,57,5.25,5.3,3.16
0.54,SI2,G,Ideal,62.3,1133,58,5.17,5.2,3.23
0.58,SI2,G,Ideal,62,1134,57,5.35,5.29,3.3
0.52,SI2,G,Ideal,61.3,1150,56,5.19,5.22,3.19
0.52,SI2,G,Ideal,63,1151,55,5.14,5.12,3.23
0.54,SI2,G,Ideal,60.4,1153,59,5.24,5.29,3.18
0.52,SI2,G,Ideal,61.5,1170,56,5.15,5.19,3.18
1.11,SI2,G,Ideal,124,1173,110,10.54,10.620000000000001,6.5600000000000005
0.51,SI2,G,Ideal,62,1188,56,5.13,5.16,3.19
2,SI2,G,Ideal,62.2,11988,57,8.13,8,5.02
0.52,SI2,G,Ideal,62.1,1210,56,5.13,5.18,3.2
0.58,SI2,G,Ideal,62.1,1213,54,5.36,5.39,3.34
2.03,SI2,G,Ideal,61.5,12154,57,8.15,8.07,4.99
0.55,SI2,G,Ideal,62.1,1240,57,5.3,5.23,3.27
2.03,SI2,G,Ideal,62.2,12573,57,8.09,8.06,5.03
1.91,SI2,G,Ideal,62.2,12700,55,7.9,7.94,4.93
0.58,SI2,G,Ideal,61.5,1276,55,5.38,5.42,3.32
1.91,SI2,G,Ideal,62.2,12816,55,7.94,7.9,4.93
2.26,SI2,G,Ideal,61.9,12831,57,8.44,8.36,5.2
0.62,SI2,G,Ideal,62.1,1327,55,5.46,5.49,3.4
0.58,SI2,G,Ideal,62.2,1343,55,5.4,5.36,3.35
2.28,SI2,G,Ideal,61.6,13907,57,8.44,8.37,5.18
2.2,SI2,G,Ideal,59.9,14691,57,8.54,8.49,5.1
2.3,SI2,G,Ideal,61.6,15433,57,8.47,8.41,5.2
2.22,SI2,G,Ideal,60.9,15584,57,8.47,8.42,5.14
2.21,SI2,G,Ideal,60.1,15948,60,8.47,8.53,5.11
2.07,SI2,G,Ideal,62,17095,55,8.23,8.13,5.07
0.69,SI2,G,Ideal,62.7,1711,54,5.71,5.64,3.56
2.02,SI2,G,Ideal,61.7,17265,57,8.15,8.1,5.01
2.54,SI2,G,Ideal,62.7,17339,56,8.75,8.67,5.46
2.07,SI2,G,Ideal,62.2,17614,54,8.16,8.21,5.09
2.16,SI2,G,Ideal,62.5,18001,54.2,8.23,8.27,5.16
2.08,SI2,G,Ideal,61.8,18124,56,8.22,8.18,5.07
2.21,SI2,G,Ideal,60.2,18128,60,8.38,8.47,5.07
2.05,SI2,G,Ideal,61.6,18181,56,8.16,8.11,5.01
2.01,SI2,G,Ideal,61.7,18259,57,8.13,8.1,5.01
2.21,SI2,G,Ideal,61.9,18276,55,8.4,8.36,5.19
2.06,SI2,G,Ideal,62.3,18293,56,8.16,8.09,5.06
2.02,SI2,G,Ideal,62,18296,55,8.16,8.1,5.04
2.32,SI2,G,Ideal,61,18532,58,8.5,8.54,5.2
0.72,SI2,G,Ideal,61.8,1866,57,5.73,5.69,3.53
2.07,SI2,G,Ideal,62.5,18804,55,8.2,8.13,5.11
0.72,SI2,G,Ideal,61.9,2068,57,5.73,5.77,3.56
0.72,SI2,G,Ideal,62.5,2079,57,5.71,5.75,3.58
0.82,SI2,G,Ideal,61,2165,55,6.04,5.99,3.67
0.72,SI2,G,Ideal,61.6,2170,54,5.78,5.82,3.57
0.72,SI2,G,Ideal,61.7,2177,56,5.76,5.71,3.54
0.71,SI2,G,Ideal,59.5,2194,57,5.86,5.78,3.46
0.7,SI2,G,Ideal,61.3,2234,58,5.67,5.69,3.48
1.42,SI2,G,Ideal,122.6,2264,111,11.49,11.55,7.0600000000000005
0.71,SI2,G,Ideal,61.7,2266,55,5.71,5.74,3.53
0.7,SI2,G,Ideal,62.6,2268,56,5.69,5.66,3.55
0.77,SI2,G,Ideal,61.2,2275,57,5.94,5.98,3.65
0.72,SI2,G,Ideal,62.3,2295,54,5.76,5.79,3.6
0.72,SI2,G,Ideal,61.4,2297,56,5.76,5.83,3.56
0.73,SI2,G,Ideal,61.1,2376,57,5.8,5.82,3.55
0.75,SI2,G,Ideal,62.5,2378,55,5.82,5.77,3.62
0.71,SI2,G,Ideal,61.3,2387,55,5.76,5.79,3.54
0.72,SI2,G,Ideal,61.5,2420,55,5.79,5.82,3.57
0.74,SI2,G,Ideal,62.7,2423,56,5.75,5.8,3.62
0.72,SI2,G,Ideal,60.8,2449,57,5.79,5.82,3.52
0.81,SI2,G,Ideal,61.7,2459,57,5.98,6.01,3.7
0.78,SI2,G,Ideal,61.7,2485,54,5.93,5.97,3.67
0.8,SI2,G,Ideal,62,2517,56,5.98,5.92,3.69
0.78,SI2,G,Ideal,62.1,2561,54,5.92,5.94,3.68
0.73,SI2,G,Ideal,61.8,2585,56,5.76,5.83,3.58
0.8,SI2,G,Ideal,63,2657,56,5.85,5.9,3.7
